Generation Number,Elapsed Time,Best Fitness,Average Fitness
0,0.10941481590270996,94,121.77
1,0.14066529273986816,94,119.7
2,0.1875312328338623,94,118.76333333333334
3,0.21877789497375488,94,117.79333333333334
4,0.25002312660217285,92,116.27666666666667
5,0.2812774181365967,92,116.39666666666666
6,0.3079345226287842,92,115.21666666666667
7,0.33923912048339844,92,115.39
8,0.37047743797302246,92,114.83333333333333
9,0.40172743797302246,92,114.90666666666667
10,0.4329705238342285,91,115.22333333333333
11,0.4642221927642822,91,114.86666666666666
12,0.4954648017883301,89,113.69666666666667
13,0.5266664028167725,89,112.96333333333334
14,0.5621380805969238,87,112.79333333333334
15,0.5933878421783447,87,111.22333333333333
16,0.6246352195739746,87,111.28
17,0.6558811664581299,87,111.48
18,0.6871292591094971,87,111.20666666666666
19,0.718376636505127,87,112.17666666666666
20,0.7496211528778076,87,111.46666666666667
21,0.7808685302734375,87,111.65333333333334
22,0.8121154308319092,87,110.64
23,0.8277378082275391,87,110.85333333333334
24,0.8589842319488525,87,110.57333333333334
25,0.890282392501831,86,109.91333333333333
26,0.9215226173400879,86,109.36
27,0.9527230262756348,86,108.83666666666667
28,0.9839692115783691,86,109.15
29,0.9995927810668945,86,108.33
30,1.0308375358581543,86,108.61
31,1.0669312477111816,85,107.78
32,1.09822416305542,85,108.29333333333334
33,1.1138455867767334,83,107.81666666666666
34,1.1450505256652832,83,107.76
35,1.1762969493865967,83,106.84666666666666
36,1.2075440883636475,83,106.38333333333334
37,1.2383780479431152,83,106.69
38,1.2540004253387451,83,106.68666666666667
39,1.2852933406829834,83,105.59666666666666
40,1.3165466785430908,83,104.66333333333333
41,1.3477437496185303,83,103.67
42,1.3790323734283447,83,102.5
43,1.3946545124053955,83,102.14
44,1.4355714321136475,83,101.16666666666667
45,1.4522788524627686,80,101.03333333333333
46,1.4835309982299805,80,100.92
47,1.5147788524627686,80,99.33333333333333
48,1.545973539352417,80,98.89
49,1.5615959167480469,80,99.15666666666667
50,1.5987026691436768,80,97.78
51,1.629950761795044,80,98.00333333333333
52,1.6455755233764648,80,97.49333333333334
53,1.6768159866333008,80,96.97
54,1.7080621719360352,80,96.73
55,1.7393088340759277,80,96.14
56,1.7549796104431152,80,94.36333333333333
57,1.7862234115600586,80,95.28666666666666
58,1.8174710273742676,78,94.49666666666667
59,1.8487179279327393,78,93.82666666666667
60,1.8643407821655273,77,92.77333333333333
61,1.8955862522125244,77,91.59
62,1.9268443584442139,77,92.08333333333333
63,1.9580802917480469,77,91.41333333333333
64,1.973710536956787,77,90.43333333333334
65,2.004950761795044,76,89.22333333333333
