Generation Number,Elapsed Time,Best Fitness,Average Fitness
0,0.12503671646118164,98,120.13
1,0.15628314018249512,98,119.22666666666667
2,0.2031557559967041,91,117.06333333333333
3,0.250028133392334,91,117.66
4,0.28127050399780273,91,116.89
5,0.3281407356262207,91,116.63666666666667
6,0.3791234493255615,91,116.25
7,0.4104175567626953,91,115.67666666666666
8,0.4572877883911133,91,115.88666666666667
9,0.5041589736938477,91,114.50666666666666
10,0.5510306358337402,91,114.85666666666667
11,0.5822744369506836,91,115.62333333333333
12,0.6291418075561523,91,115.11
13,0.6760134696960449,90,113.99666666666667
14,0.7280125617980957,90,113.50333333333333
15,0.7656822204589844,90,114.04666666666667
16,0.8125452995300293,90,112.93333333333334
17,0.8594145774841309,90,113.57
18,0.8945925235748291,90,114.09
19,0.9415068626403809,90,113.49666666666667
20,0.9883880615234375,86,112.50666666666666
21,1.0352537631988525,86,112.48666666666666
22,1.0897128582000732,86,111.85
23,1.1346731185913086,86,111.48333333333333
24,1.1659390926361084,86,110.81
25,1.2128064632415771,86,110.97333333333333
26,1.2596876621246338,86,111.35
27,1.306548833847046,86,110.01666666666667
28,1.3534164428710938,86,110.13666666666667
29,1.4041571617126465,86,109.23333333333333
30,1.4510807991027832,84,109.56
31,1.497941255569458,84,109.63666666666667
32,1.5448172092437744,84,109.58666666666667
33,1.5916850566864014,84,108.25666666666666
34,1.6385512351989746,84,107.79333333333334
35,1.6854217052459717,84,106.71333333333334
36,1.732306957244873,84,106.02666666666667
37,1.7791643142700195,84,105.34333333333333
38,1.8260319232940674,83,104.37333333333333
39,1.8572776317596436,83,103.34666666666666
40,1.9079627990722656,83,102.32
41,1.95487642288208,82,101.49666666666667
42,2.0017640590667725,82,101.40666666666667
43,2.048619031906128,82,100.47333333333333
44,2.095487356185913,82,99.10666666666667
45,2.137662649154663,81,97.15
46,2.184580087661743,79,96.43
47,2.231449842453003,79,95.27666666666667
48,2.278320789337158,79,94.81333333333333
49,2.3251895904541016,78,93.32666666666667
50,2.3720648288726807,78,91.81
51,2.422835111618042,76,91.08666666666667
52,2.469752311706543,76,89.51
53,2.5166337490081787,76,88.33
54,2.5634896755218506,76,87.34333333333333
55,2.610361099243164,76,87.21666666666667
56,2.6572394371032715,76,86.6
57,2.7041077613830566,74,85.98666666666666
58,2.7665932178497314,74,85.30333333333333
59,2.8134729862213135,74,84.63
60,2.860333204269409,74,84.08
61,2.907203435897827,74,83.82333333333334
62,2.9421801567077637,74,83.36333333333333
63,2.98905348777771,74,82.84333333333333
64,3.03591251373291,74,82.69
65,3.08278226852417,74,81.37
66,3.1296546459198,74,80.19
67,3.192148208618164,74,80.22333333333333
68,3.2390191555023193,73,79.89
69,3.2858901023864746,73,79.25333333333333
70,3.3327555656433105,73,78.99
71,3.3796281814575195,73,78.25666666666666
72,3.4302427768707275,73,77.75333333333333
73,3.4771697521209717,73,77.90333333333334
74,3.518841028213501,73,77.65666666666667
75,3.565720319747925,73,78.30333333333333
76,3.6125848293304443,73,78.06
77,3.6594531536102295,73,77.71
78,3.7063345909118652,73,77.33333333333333
79,3.7531964778900146,73,76.68666666666667
80,3.800062894821167,73,76.46666666666667
81,3.8469314575195312,73,76.0
82,3.893801212310791,73,76.34
83,3.94429349899292,73,75.75
84,3.991208791732788,73,75.73333333333333
85,4.038076877593994,73,75.27666666666667
86,4.084952116012573,73,75.61
87,4.131826639175415,73,75.25
88,4.178690195083618,72,74.82666666666667
89,4.241185665130615,72,74.72
90,4.288049221038818,72,74.86333333333333
91,4.334919214248657,72,74.45
92,4.381794691085815,72,74.62333333333333
93,4.4286603927612305,72,74.98333333333333
94,4.478538513183594,72,74.88333333333334
95,4.525403738021851,72,74.79333333333334
96,4.572272777557373,72,74.52333333333333
97,4.6191442012786865,72,74.81666666666666
98,4.666014194488525,72,74.98333333333333
99,4.7128822803497314,72,75.24666666666667
100,4.759752988815308,72,75.26
101,4.806622266769409,72,74.88666666666667
102,4.853490829467773,72,75.18
103,4.915984392166138,72,75.54333333333334
104,4.965227127075195,72,74.89666666666666
105,5.0121049880981445,72,74.8
106,5.058976650238037,72,74.66333333333333
107,5.1058430671691895,72,74.66
108,5.152709484100342,72,74.59666666666666
109,5.199580192565918,72,74.63
110,5.246448755264282,72,74.66666666666667
111,5.293317794799805,72,74.92666666666666
112,5.3558189868927,72,74.69333333333333
113,5.402682781219482,72,74.54333333333334
114,5.449549674987793,72,74.52
115,5.484991788864136,72,74.79666666666667
116,5.531862020492554,72,75.03666666666666
117,5.578739643096924,72,74.34333333333333
118,5.62560248374939,72,74.32
119,5.6724772453308105,72,74.68666666666667
120,5.719354152679443,72,74.5
121,5.777625322341919,72,74.41333333333333
122,5.824490308761597,72,74.29666666666667
123,5.871361255645752,72,74.39666666666666
124,5.918234825134277,72,74.39
125,5.96908974647522,72,73.84
126,6.0160040855407715,72,73.66333333333333
127,6.047263145446777,72,74.04666666666667
128,6.109002590179443,72,73.75333333333333
129,6.147290229797363,72,73.32666666666667
130,6.194196939468384,72,73.37
