Generation Number,Elapsed Time,Best Fitness,Average Fitness
0,0.1126711368560791,82,111.34
1,0.1282944679260254,80,107.68
2,0.14391779899597168,80,105.10333333333334
3,0.15954113006591797,80,103.06666666666666
4,0.19078826904296875,80,101.06666666666666
5,0.20641160011291504,76,98.23333333333333
6,0.22203445434570312,75,97.18333333333334
7,0.23765778541564941,74,95.42666666666666
8,0.2532808780670166,72,93.31
9,0.268904447555542,64,92.29333333333334
10,0.29265546798706055,63,90.95333333333333
11,0.29578065872192383,63,90.08666666666667
12,0.327028751373291,63,89.89666666666666
13,0.3426518440246582,63,88.33
14,0.3582751750946045,63,86.09333333333333
15,0.3738992214202881,63,85.31
16,0.38952183723449707,63,84.03
17,0.40514516830444336,63,82.55666666666667
18,0.42076873779296875,63,80.65
19,0.43639183044433594,63,79.75
20,0.4520149230957031,62,78.72333333333333
21,0.4676384925842285,61,77.69333333333333
22,0.4832618236541748,61,76.02333333333333
23,0.498884916305542,61,74.53
24,0.5145084857940674,60,74.14333333333333
25,0.5339314937591553,58,73.96666666666667
26,0.5495598316192627,58,72.43
27,0.5651812553405762,58,71.63333333333334
28,0.5808041095733643,57,69.39
29,0.5964279174804688,57,68.32666666666667
30,0.6120922565460205,57,67.9
31,0.6277177333831787,57,67.63333333333334
32,0.6433413028717041,57,66.81333333333333
33,0.6589629650115967,57,66.19333333333333
34,0.6746053695678711,57,65.50333333333333
35,0.705843448638916,57,65.28666666666666
36,0.7214746475219727,57,64.63333333333334
37,0.7370963096618652,56,63.95
38,0.7527174949645996,56,63.35
39,0.7683379650115967,54,62.85666666666667
40,0.7839655876159668,54,62.86
41,0.7995803356170654,54,63.17
42,0.8151953220367432,54,62.7
43,0.830819845199585,54,62.23
44,0.8464527130126953,54,61.126666666666665
45,0.8620738983154297,53,61.02333333333333
46,0.8776898384094238,53,60.75333333333333
47,0.893315315246582,53,60.13
48,0.9089400768280029,53,59.97666666666667
49,0.9245610237121582,53,59.13333333333333
50,0.9401848316192627,53,58.483333333333334
51,0.955812931060791,53,57.803333333333335
52,0.971437931060791,53,57.66
53,0.9870603084564209,53,57.25666666666667
54,1.0026845932006836,53,57.266666666666666
55,1.0183162689208984,53,57.15
56,1.037487506866455,53,56.38
57,1.0531165599822998,53,56.69
58,1.0687847137451172,53,56.5
59,1.0844125747680664,53,55.86
60,1.1101691722869873,53,55.96666666666667
61,1.1111745834350586,53,56.19
62,1.1424849033355713,53,56.18
63,1.158092975616455,53,55.68
64,1.1737258434295654,53,55.56666666666667
65,1.1893417835235596,53,55.39666666666667
66,1.204969882965088,53,55.17666666666667
67,1.2205908298492432,53,55.31333333333333
68,1.2362072467803955,53,55.22
69,1.2518327236175537,53,55.02333333333333
70,1.2674560546875,53,55.276666666666664
71,1.2830874919891357,53,54.95666666666666
72,1.298701524734497,53,54.943333333333335
73,1.3143274784088135,53,55.08
74,1.3352174758911133,53,54.99666666666667
75,1.3409364223480225,53,55.24
76,1.3566205501556396,53,54.99666666666667
77,1.3722364902496338,53,54.62
78,1.387864589691162,53,54.47
79,1.4034805297851562,53,54.76
80,1.4191040992736816,53,54.843333333333334
81,1.4347290992736816,53,55.093333333333334
82,1.450350284576416,53,55.13
83,1.4659829139709473,53,54.89
84,1.4972302913665771,53,55.083333333333336
85,1.5128450393676758,53,55.343333333333334
86,1.5284817218780518,53,54.86
87,1.5440902709960938,53,55.053333333333335
88,1.5484187602996826,53,55.166666666666664
89,1.5640478134155273,53,55.11666666666667
90,1.5797111988067627,53,54.67333333333333
91,1.610959529876709,53,55.08
92,1.626579761505127,53,55.406666666666666
93,1.6422040462493896,53,55.166666666666664
94,1.6578283309936523,53,55.1
95,1.6734554767608643,53,54.93
96,1.689072608947754,53,54.82
97,1.704698085784912,53,54.59
98,1.7203271389007568,53,54.77
99,1.735947608947754,53,54.74333333333333
100,1.7515695095062256,53,54.97666666666667
101,1.7671902179718018,53,54.58
102,1.7828149795532227,53,54.986666666666665
103,1.7984399795532227,53,55.096666666666664
104,1.8140645027160645,53,55.276666666666664
105,1.8296880722045898,53,55.24
106,1.8453104496002197,53,55.3
107,1.860943078994751,53,55.336666666666666
108,1.8765637874603271,53,54.89
109,1.892176628112793,53,55.15
110,1.907799482345581,53,54.78
111,1.9234249591827393,53,55.17333333333333
112,1.9390628337860107,53,55.29666666666667
113,1.9546754360198975,53,55.056666666666665
114,1.9702930450439453,53,54.86666666666667
115,1.9859166145324707,53,55.03333333333333
116,2.0015435218811035,53,55.093333333333334
117,2.0171635150909424,53,54.67333333333333
118,2.0327858924865723,53,54.873333333333335
119,2.052532196044922,53,55.04333333333334
120,2.0682029724121094,53,54.93333333333333
121,2.0838234424591064,53,54.95333333333333
122,2.0994505882263184,53,54.97666666666667
123,2.1150708198547363,53,54.916666666666664
124,2.1306941509246826,53,55.05
125,2.146318197250366,53,54.99333333333333
126,2.161952018737793,53,54.88333333333333
127,2.1775643825531006,53,55.32666666666667
128,2.1931893825531006,53,54.88
129,2.2088329792022705,53,54.63333333333333
130,2.2244434356689453,53,54.61333333333334
131,2.240074872970581,53,54.663333333333334
132,2.266793966293335,53,55.016666666666666
133,2.28247332572937,53,54.74666666666667
134,2.2981085777282715,53,54.96333333333333
135,2.3137128353118896,53,54.913333333333334
136,2.3293585777282715,53,55.06
137,2.3449604511260986,53,55.35333333333333
138,2.360600709915161,53,55.03
139,2.376208543777466,53,55.22666666666667
140,2.3918306827545166,53,54.83
141,2.407461643218994,53,54.93666666666667
142,2.423088550567627,53,54.88666666666666
143,2.4387154579162598,53,55.01
144,2.4543263912200928,53,54.95
145,2.4699480533599854,53,55.13
146,2.4855711460113525,53,54.973333333333336
147,2.5011932849884033,53,54.88
148,2.516815662384033,53,54.85666666666667
149,2.5324411392211914,53,54.71
150,2.5480756759643555,53,54.943333333333335
151,2.5679593086242676,53,54.916666666666664
152,2.583587884902954,53,54.913333333333334
153,2.5992512702941895,53,55.11666666666667
154,2.614872694015503,53,55.09
155,2.630498170852661,53,55.013333333333335
156,2.646120309829712,53,54.82
157,2.661759376525879,53,54.70666666666666
158,2.677367687225342,53,54.61666666666667
159,2.6930007934570312,53,54.65
160,2.708627939224243,53,55.09
161,2.724236249923706,53,54.96333333333333
162,2.739877700805664,53,54.483333333333334
163,2.755483865737915,53,54.78
164,2.7711074352264404,53,54.89666666666667
165,2.7867298126220703,53,54.87
166,2.8023688793182373,53,55.13333333333333
167,2.817991018295288,53,54.84
168,2.8336050510406494,53,54.84
169,2.8648462295532227,53,54.71333333333333
170,2.8804755210876465,53,55.0
171,2.896092414855957,53,55.06
172,2.911726474761963,53,54.75333333333333
173,2.9273440837860107,53,54.53
174,2.942965269088745,53,54.79
175,2.958587408065796,53,54.99333333333333
176,2.9742088317871094,53,55.12
177,2.989837169647217,53,55.22
178,3.0054636001586914,53,54.95333333333333
179,3.0210790634155273,53,54.61333333333334
180,3.036720037460327,53,54.58
181,3.0523364543914795,53,54.986666666666665
182,3.0720157623291016,53,54.76
183,3.0876448154449463,53,54.983333333333334
184,3.1033072471618652,53,54.95333333333333
185,3.1189393997192383,53,54.83
186,3.134568214416504,53,55.1
187,3.150181770324707,53,55.07
188,3.1658194065093994,53,54.89
189,3.1814281940460205,53,55.096666666666664
190,3.197047710418701,53,55.406666666666666
191,3.2126717567443848,53,54.973333333333336
192,3.2282962799072266,53,54.89333333333333
193,3.2439160346984863,53,55.13
194,3.259544849395752,53,54.86666666666667
195,3.2751662731170654,53,55.29666666666667
196,3.2907915115356445,53,54.95666666666666
197,3.3064141273498535,53,54.81666666666667
198,3.3220341205596924,53,55.17666666666667
199,3.337660551071167,53,55.04333333333334
200,3.353295087814331,53,54.836666666666666
201,3.3689262866973877,53,55.13333333333333
202,3.384542465209961,53,55.08
203,3.4001541137695312,53,55.25666666666667
204,3.415786027908325,53,54.693333333333335
205,3.431400775909424,53,54.903333333333336
206,3.447023868560791,53,54.99
207,3.4626500606536865,53,55.10333333333333
208,3.478267192840576,53,55.14666666666667
209,3.509523868560791,53,55.056666666666665
210,3.525136947631836,53,54.51
211,3.5407750606536865,53,55.016666666666666
212,3.556387186050415,53,54.72
213,3.5720067024230957,53,54.88
214,3.576244354248047,53,54.55
215,3.5918750762939453,53,54.626666666666665
216,3.6075446605682373,53,54.983333333333334
217,3.6231603622436523,53,55.03333333333333
218,3.6387836933135986,53,55.21
219,3.6544086933135986,53,54.95666666666666
220,3.6856560707092285,53,55.13
221,3.7012784481048584,53,55.03333333333333
222,3.716907262802124,53,55.26
223,3.7325217723846436,53,55.54333333333334
224,3.7481460571289062,53,55.07666666666667
225,3.763770341873169,53,55.39
226,3.7793943881988525,53,55.696666666666665
227,3.7950148582458496,53,55.03666666666667
228,3.810645580291748,53,54.82666666666667
229,3.8262832164764404,53,54.88666666666666
230,3.841892957687378,53,54.75666666666667
231,3.857513666152954,53,54.64
232,3.8731322288513184,53,54.82666666666667
233,3.8887579441070557,53,54.733333333333334
234,3.9043824672698975,53,54.82666666666667
235,3.92000150680542,53,55.24333333333333
236,3.93562650680542,53,55.00666666666667
237,3.951258897781372,53,55.07666666666667
238,3.9668750762939453,53,54.81333333333333
239,3.982503652572632,53,55.11333333333334
240,3.9981212615966797,53,54.916666666666664
241,4.013741493225098,53,54.99
242,4.029372930526733,53,54.666666666666664
243,4.044997453689575,53,54.81333333333333
244,4.060631990432739,53,54.583333333333336
245,4.080289125442505,53,55.096666666666664
246,4.095969915390015,53,55.03
247,4.111582279205322,53,55.13
248,4.1272053718566895,53,54.723333333333336
249,4.142826795578003,53,54.77
250,4.1584742069244385,53,54.96666666666667
251,4.174076080322266,53,55.14
252,4.189697027206421,53,54.95666666666666
253,4.205321788787842,53,54.95
254,4.22094988822937,53,55.096666666666664
255,4.236571788787842,53,54.83
256,4.252199172973633,53,54.88666666666666
257,4.267813444137573,53,55.016666666666666
258,4.283439874649048,53,55.27
259,4.299060106277466,53,55.096666666666664
260,4.314689874649048,53,54.49
261,4.330309867858887,53,54.71333333333333
262,4.345931768417358,53,54.97666666666667
263,4.361555337905884,53,55.35333333333333
264,4.3928000926971436,53,54.81333333333333
265,4.408428192138672,53,54.52
266,4.424063444137573,53,54.46333333333333
267,4.439669132232666,53,54.74333333333333
268,4.45530891418457,53,54.806666666666665
269,4.473973989486694,53,54.72
270,4.4827070236206055,53,55.013333333333335
271,4.498382568359375,53,54.65
272,4.5140039920806885,53,54.77
273,4.5296337604522705,53,54.87
274,4.545249938964844,53,54.56666666666667
275,4.560872554779053,53,54.62
276,4.580932140350342,53,54.67333333333333
277,4.596560955047607,53,54.88
278,4.612226724624634,53,54.803333333333335
279,4.627845764160156,53,54.986666666666665
280,4.6434736251831055,53,54.72
281,4.659092426300049,53,55.086666666666666
282,4.674716472625732,53,55.10333333333333
283,4.6903417110443115,53,54.74333333333333
284,4.70596981048584,53,54.89333333333333
285,4.721595764160156,53,54.95
286,4.737227201461792,53,55.056666666666665
287,4.752832412719727,53,55.156666666666666
288,4.768458127975464,53,55.093333333333334
289,4.7840797901153564,53,54.626666666666665
290,4.799703598022461,53,54.88333333333333
291,4.815350770950317,53,54.89333333333333
292,4.8309502601623535,53,54.593333333333334
293,4.846579551696777,53,54.57
294,4.862197160720825,53,54.68333333333333
295,4.877837181091309,53,55.04666666666667
296,4.8934485912323,53,55.153333333333336
297,4.90907096862793,53,55.026666666666664
298,4.924692153930664,53,54.986666666666665
299,4.940312623977661,53,54.97666666666667
300,4.955937385559082,53,54.803333333333335
301,4.971515893936157,53,54.84
302,4.987138748168945,53,54.39
303,5.002762079238892,53,54.693333333333335
304,5.018385410308838,53,54.72
305,5.034008741378784,53,54.96333333333333
306,5.065255403518677,53,55.14
307,5.080878734588623,53,55.02
308,5.083723306655884,53,54.95
309,5.099395990371704,53,54.623333333333335
310,5.130651235580444,53,54.24
311,5.1462624073028564,53,54.64333333333333
312,5.161904811859131,53,55.236666666666665
313,5.177519798278809,53,54.763333333333335
314,5.193156480789185,53,54.49
315,5.208773851394653,53,54.67
316,5.224396467208862,53,54.96
